,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
Vertex 1,Vertex 2,Color,Width,Style,Opacity,Visibility,Label,Label Text Color,Label Font Size,Reciprocated?,ID,Dynamic Filter,Add Your Own Columns Here,Relationship,Relationship Date (UTC),Tweet,URLs in Tweet,Domains in Tweet,Hashtags in Tweet,Tweet Date (UTC),Twitter Page for Tweet,Latitude,Longitude,Imported ID,In-Reply-To Tweet ID,Edge Weight
johnhdurbin,us,,,,,,,,,,78,,,Mentions,4/30/2019 16:40,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:40,https://twitter.com/#!/johnhdurbin/status/1123265925040439296,,,1123265925040439296,,1
johnhdurbin,natlparkservice,,,,,,,,,,79,,,Mentions,4/30/2019 16:40,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:40,https://twitter.com/#!/johnhdurbin/status/1123265925040439296,,,1123265925040439296,,1
johnhdurbin,flotus,,,,,,,,,,80,,,Mentions,4/30/2019 16:40,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:40,https://twitter.com/#!/johnhdurbin/status/1123265925040439296,,,1123265925040439296,,1
saltierimarks,us,,,,,,,,,,81,,,Mentions,4/30/2019 16:41,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:41,https://twitter.com/#!/saltierimarks/status/1123266221305102336,,,1123266221305102336,,1
saltierimarks,natlparkservice,,,,,,,,,,82,,,Mentions,4/30/2019 16:41,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:41,https://twitter.com/#!/saltierimarks/status/1123266221305102336,,,1123266221305102336,,1
saltierimarks,flotus,,,,,,,,,,83,,,Mentions,4/30/2019 16:41,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:41,https://twitter.com/#!/saltierimarks/status/1123266221305102336,,,1123266221305102336,,1
kellytu04142429,whitehouse,,,,,,,,,,84,,,Mentions,4/30/2019 16:42,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Ur just so beautiful inside and out FRIST LADY we pray for our best… https://t.co/4Uj48oh2XQ,https://twitter.com/i/web/status/1123266389182164992,twitter.com,,4/30/2019 16:42,https://twitter.com/#!/kellytu04142429/status/1123266389182164992,,,1123266389182164992,1122880769347719169,1
kellytu04142429,usda_ars,,,,,,,,,,85,,,Mentions,4/30/2019 16:42,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Ur just so beautiful inside and out FRIST LADY we pray for our best… https://t.co/4Uj48oh2XQ,https://twitter.com/i/web/status/1123266389182164992,twitter.com,,4/30/2019 16:42,https://twitter.com/#!/kellytu04142429/status/1123266389182164992,,,1123266389182164992,1122880769347719169,1
kellytu04142429,natlparkservice,,,,,,,,,,86,,,Mentions,4/30/2019 16:42,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Ur just so beautiful inside and out FRIST LADY we pray for our best… https://t.co/4Uj48oh2XQ,https://twitter.com/i/web/status/1123266389182164992,twitter.com,,4/30/2019 16:42,https://twitter.com/#!/kellytu04142429/status/1123266389182164992,,,1123266389182164992,1122880769347719169,1
kellytu04142429,flotus,,,,,,,,,,87,,,Replies to,4/30/2019 16:42,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Ur just so beautiful inside and out FRIST LADY we pray for our best… https://t.co/4Uj48oh2XQ,https://twitter.com/i/web/status/1123266389182164992,twitter.com,,4/30/2019 16:42,https://twitter.com/#!/kellytu04142429/status/1123266389182164992,,,1123266389182164992,1122880769347719169,1
idalia25303143,us,,,,,,,,,,88,,,Mentions,4/30/2019 16:44,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:44,https://twitter.com/#!/idalia25303143/status/1123267009792364546,,,1123267009792364546,,1
idalia25303143,natlparkservice,,,,,,,,,,89,,,Mentions,4/30/2019 16:44,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:44,https://twitter.com/#!/idalia25303143/status/1123267009792364546,,,1123267009792364546,,1
idalia25303143,flotus,,,,,,,,,,90,,,Mentions,4/30/2019 16:44,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:44,https://twitter.com/#!/idalia25303143/status/1123267009792364546,,,1123267009792364546,,1
stormhighway,gatewayarchpark,,,,,,,,,,91,,,Replies to,4/30/2019 16:45,@GatewayArchPark @GatewayArchSTL @GatewayArchNPS @NatlParkService,,,,4/30/2019 16:45,https://twitter.com/#!/stormhighway/status/1123267091954634753,,,1123267091954634753,1122955064472162305,1
stormhighway,natlparkservice,,,,,,,,,,92,,,Mentions,4/30/2019 16:45,@GatewayArchPark @GatewayArchSTL @GatewayArchNPS @NatlParkService,,,,4/30/2019 16:45,https://twitter.com/#!/stormhighway/status/1123267091954634753,,,1123267091954634753,1122955064472162305,1
stormhighway,gatewayarchnps,,,,,,,,,,93,,,Mentions,4/30/2019 16:45,@GatewayArchPark @GatewayArchSTL @GatewayArchNPS @NatlParkService,,,,4/30/2019 16:45,https://twitter.com/#!/stormhighway/status/1123267091954634753,,,1123267091954634753,1122955064472162305,1
stormhighway,gatewayarchstl,,,,,,,,,,94,,,Mentions,4/30/2019 16:45,@GatewayArchPark @GatewayArchSTL @GatewayArchNPS @NatlParkService,,,,4/30/2019 16:45,https://twitter.com/#!/stormhighway/status/1123267091954634753,,,1123267091954634753,1122955064472162305,1
eldonjclark3,us,,,,,,,,,,95,,,Mentions,4/30/2019 16:48,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:48,https://twitter.com/#!/eldonjclark3/status/1123267861479186432,,,1123267861479186432,,1
eldonjclark3,natlparkservice,,,,,,,,,,96,,,Mentions,4/30/2019 16:48,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:48,https://twitter.com/#!/eldonjclark3/status/1123267861479186432,,,1123267861479186432,,1
eldonjclark3,flotus,,,,,,,,,,97,,,Mentions,4/30/2019 16:48,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:48,https://twitter.com/#!/eldonjclark3/status/1123267861479186432,,,1123267861479186432,,1
livenlearnrv,livenlearnrv,,,,,,,,,,98,,,Tweet,4/30/2019 16:48,"Checking out #CastilloDeSanMarcos down in #StAugustineFL during our #SpringBreak trip was terrific! Yet again, the… https://t.co/ZaOGTKpDK6",https://twitter.com/i/web/status/1123267909248151552,twitter.com,castillodesanmarcos staugustinefl springbreak,4/30/2019 16:48,https://twitter.com/#!/livenlearnrv/status/1123267909248151552,,,1123267909248151552,,1
nason_jeffrey,whitehouse,,,,,,,,,,99,,,Mentions,4/30/2019 16:49,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Mrs. Trump. Ma'am. Enjoyed watching the protocol surrounding the Jap… https://t.co/AEEqDRX9IJ,https://twitter.com/i/web/status/1123268145618276352,twitter.com,,4/30/2019 16:49,https://twitter.com/#!/nason_jeffrey/status/1123268145618276352,,,1123268145618276352,1122880769347719169,1
nason_jeffrey,usda_ars,,,,,,,,,,100,,,Mentions,4/30/2019 16:49,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Mrs. Trump. Ma'am. Enjoyed watching the protocol surrounding the Jap… https://t.co/AEEqDRX9IJ,https://twitter.com/i/web/status/1123268145618276352,twitter.com,,4/30/2019 16:49,https://twitter.com/#!/nason_jeffrey/status/1123268145618276352,,,1123268145618276352,1122880769347719169,1
nason_jeffrey,natlparkservice,,,,,,,,,,101,,,Mentions,4/30/2019 16:49,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Mrs. Trump. Ma'am. Enjoyed watching the protocol surrounding the Jap… https://t.co/AEEqDRX9IJ,https://twitter.com/i/web/status/1123268145618276352,twitter.com,,4/30/2019 16:49,https://twitter.com/#!/nason_jeffrey/status/1123268145618276352,,,1123268145618276352,1122880769347719169,1
nason_jeffrey,flotus,,,,,,,,,,102,,,Replies to,4/30/2019 16:49,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Mrs. Trump. Ma'am. Enjoyed watching the protocol surrounding the Jap… https://t.co/AEEqDRX9IJ,https://twitter.com/i/web/status/1123268145618276352,twitter.com,,4/30/2019 16:49,https://twitter.com/#!/nason_jeffrey/status/1123268145618276352,,,1123268145618276352,1122880769347719169,1
eattravellife,travelingted,,,,,,,,,,103,,,Mentions,4/30/2019 16:51,@MinivanAdv @OpenWideTheWrld @Todd_the_Hiker @PureMichigan @thisbigwildwrld @NebraskaOdyssey @travelingted… https://t.co/FoZEc2gmjT,https://twitter.com/i/web/status/1123268529564811269,twitter.com,,4/30/2019 16:51,https://twitter.com/#!/eattravellife/status/1123268529564811269,,,1123268529564811269,1123223894188539911,1
eattravellife,nebraskaodyssey,,,,,,,,,,104,,,Mentions,4/30/2019 16:51,@MinivanAdv @OpenWideTheWrld @Todd_the_Hiker @PureMichigan @thisbigwildwrld @NebraskaOdyssey @travelingted… https://t.co/FoZEc2gmjT,https://twitter.com/i/web/status/1123268529564811269,twitter.com,,4/30/2019 16:51,https://twitter.com/#!/eattravellife/status/1123268529564811269,,,1123268529564811269,1123223894188539911,1
eattravellife,thisbigwildwrld,,,,,,,,,,105,,,Mentions,4/30/2019 16:51,@MinivanAdv @OpenWideTheWrld @Todd_the_Hiker @PureMichigan @thisbigwildwrld @NebraskaOdyssey @travelingted… https://t.co/FoZEc2gmjT,https://twitter.com/i/web/status/1123268529564811269,twitter.com,,4/30/2019 16:51,https://twitter.com/#!/eattravellife/status/1123268529564811269,,,1123268529564811269,1123223894188539911,1
eattravellife,puremichigan,,,,,,,,,,106,,,Mentions,4/30/2019 16:51,@MinivanAdv @OpenWideTheWrld @Todd_the_Hiker @PureMichigan @thisbigwildwrld @NebraskaOdyssey @travelingted… https://t.co/FoZEc2gmjT,https://twitter.com/i/web/status/1123268529564811269,twitter.com,,4/30/2019 16:51,https://twitter.com/#!/eattravellife/status/1123268529564811269,,,1123268529564811269,1123223894188539911,1
eattravellife,todd_the_hiker,,,,,,,,,,107,,,Mentions,4/30/2019 16:51,@MinivanAdv @OpenWideTheWrld @Todd_the_Hiker @PureMichigan @thisbigwildwrld @NebraskaOdyssey @travelingted… https://t.co/FoZEc2gmjT,https://twitter.com/i/web/status/1123268529564811269,twitter.com,,4/30/2019 16:51,https://twitter.com/#!/eattravellife/status/1123268529564811269,,,1123268529564811269,1123223894188539911,1
eattravellife,openwidethewrld,,,,,,,,,,108,,,Mentions,4/30/2019 16:51,@MinivanAdv @OpenWideTheWrld @Todd_the_Hiker @PureMichigan @thisbigwildwrld @NebraskaOdyssey @travelingted… https://t.co/FoZEc2gmjT,https://twitter.com/i/web/status/1123268529564811269,twitter.com,,4/30/2019 16:51,https://twitter.com/#!/eattravellife/status/1123268529564811269,,,1123268529564811269,1123223894188539911,1
eattravellife,minivanadv,,,,,,,,,,109,,,Replies to,4/30/2019 16:51,@MinivanAdv @OpenWideTheWrld @Todd_the_Hiker @PureMichigan @thisbigwildwrld @NebraskaOdyssey @travelingted… https://t.co/FoZEc2gmjT,https://twitter.com/i/web/status/1123268529564811269,twitter.com,,4/30/2019 16:51,https://twitter.com/#!/eattravellife/status/1123268529564811269,,,1123268529564811269,1123223894188539911,1
grace_mercy5,us,,,,,,,,,,110,,,Mentions,4/30/2019 16:51,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:51,https://twitter.com/#!/grace_mercy5/status/1123268659458105345,,,1123268659458105345,,1
grace_mercy5,natlparkservice,,,,,,,,,,111,,,Mentions,4/30/2019 16:51,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:51,https://twitter.com/#!/grace_mercy5/status/1123268659458105345,,,1123268659458105345,,1
grace_mercy5,flotus,,,,,,,,,,112,,,Mentions,4/30/2019 16:51,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:51,https://twitter.com/#!/grace_mercy5/status/1123268659458105345,,,1123268659458105345,,1
jinton3,us,,,,,,,,,,113,,,Mentions,4/30/2019 16:52,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:52,https://twitter.com/#!/jinton3/status/1123268867017428993,,,1123268867017428993,,1
jinton3,natlparkservice,,,,,,,,,,114,,,Mentions,4/30/2019 16:52,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:52,https://twitter.com/#!/jinton3/status/1123268867017428993,,,1123268867017428993,,1
jinton3,flotus,,,,,,,,,,115,,,Mentions,4/30/2019 16:52,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 16:52,https://twitter.com/#!/jinton3/status/1123268867017428993,,,1123268867017428993,,1
turfwarrior4him,gcsaa,,,,,,,,,,116,,,Mentions,4/30/2019 16:54,"RT @GCSAA: Some #NationalGolfDay service project fun! GCSAA's Mark Johnson doing tree inventory with Hannah Dean, GIS specialist with the @…",,,nationalgolfday,4/30/2019 16:54,https://twitter.com/#!/turfwarrior4him/status/1123269360456540160,,,1123269360456540160,,1
daddylive9,natlparkservice,,,,,,,,,,117,,,Mentions,4/30/2019 16:55,"RT @RepDonBeyer: Following another awful accident on GW Parkway, I urged @NatlParkService to accelerate its traffic study and implement cha…",,,,4/30/2019 16:55,https://twitter.com/#!/daddylive9/status/1123269663583088640,,,1123269663583088640,,1
daddylive9,repdonbeyer,,,,,,,,,,118,,,Mentions,4/30/2019 16:55,"RT @RepDonBeyer: Following another awful accident on GW Parkway, I urged @NatlParkService to accelerate its traffic study and implement cha…",,,,4/30/2019 16:55,https://twitter.com/#!/daddylive9/status/1123269663583088640,,,1123269663583088640,,1
jemerri,us,,,,,,,,,,119,,,Mentions,4/30/2019 17:05,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 17:05,https://twitter.com/#!/jemerri/status/1123272122879684609,,,1123272122879684609,,1
jemerri,natlparkservice,,,,,,,,,,120,,,Mentions,4/30/2019 17:05,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 17:05,https://twitter.com/#!/jemerri/status/1123272122879684609,,,1123272122879684609,,1
jemerri,flotus,,,,,,,,,,121,,,Mentions,4/30/2019 17:05,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 17:05,https://twitter.com/#!/jemerri/status/1123272122879684609,,,1123272122879684609,,1
capt8ball1,nyscanalcorp,,,,,,,,,,122,,,Mentions,4/30/2019 17:12,"RT @railstotrails: #TeamRTC is thrilled to be part of this session with @NatlParkService, @NYGov, @ErieCanalway, @PTNY and @NYSCanalCorp! h…",,,teamrtc,4/30/2019 17:12,https://twitter.com/#!/capt8ball1/status/1123273862244859904,,,1123273862244859904,,1
capt8ball1,ptny,,,,,,,,,,123,,,Mentions,4/30/2019 17:12,"RT @railstotrails: #TeamRTC is thrilled to be part of this session with @NatlParkService, @NYGov, @ErieCanalway, @PTNY and @NYSCanalCorp! h…",,,teamrtc,4/30/2019 17:12,https://twitter.com/#!/capt8ball1/status/1123273862244859904,,,1123273862244859904,,1
capt8ball1,eriecanalway,,,,,,,,,,124,,,Mentions,4/30/2019 17:12,"RT @railstotrails: #TeamRTC is thrilled to be part of this session with @NatlParkService, @NYGov, @ErieCanalway, @PTNY and @NYSCanalCorp! h…",,,teamrtc,4/30/2019 17:12,https://twitter.com/#!/capt8ball1/status/1123273862244859904,,,1123273862244859904,,1
capt8ball1,nygov,,,,,,,,,,125,,,Mentions,4/30/2019 17:12,"RT @railstotrails: #TeamRTC is thrilled to be part of this session with @NatlParkService, @NYGov, @ErieCanalway, @PTNY and @NYSCanalCorp! h…",,,teamrtc,4/30/2019 17:12,https://twitter.com/#!/capt8ball1/status/1123273862244859904,,,1123273862244859904,,1
capt8ball1,railstotrails,,,,,,,,,,126,,,Mentions,4/30/2019 17:12,"RT @railstotrails: #TeamRTC is thrilled to be part of this session with @NatlParkService, @NYGov, @ErieCanalway, @PTNY and @NYSCanalCorp! h…",,,teamrtc,4/30/2019 17:12,https://twitter.com/#!/capt8ball1/status/1123273862244859904,,,1123273862244859904,,1
capt8ball1,natlparkservice,,,,,,,,,,127,,,Mentions,4/30/2019 17:12,"RT @railstotrails: #TeamRTC is thrilled to be part of this session with @NatlParkService, @NYGov, @ErieCanalway, @PTNY and @NYSCanalCorp! h…",,,teamrtc,4/30/2019 17:12,https://twitter.com/#!/capt8ball1/status/1123273862244859904,,,1123273862244859904,,1
snsweyen,natlparkservice,,,,,,,,,,128,,,Mentions,4/30/2019 17:12,"RT @GoParks: https://t.co/0n3HLCnQkd &lt;&lt; Did you know about the many different ways that @GoParks works to support the @NatlParkService? 

#…",https://prks.org/2Vk4ciY,prks.org,,4/30/2019 17:12,https://twitter.com/#!/snsweyen/status/1123273984479506432,,,1123273984479506432,,1
snsweyen,goparks,,,,,,,,,,129,,,Mentions,4/30/2019 17:12,"RT @GoParks: https://t.co/0n3HLCnQkd &lt;&lt; Did you know about the many different ways that @GoParks works to support the @NatlParkService? 

#…",https://prks.org/2Vk4ciY,prks.org,,4/30/2019 17:12,https://twitter.com/#!/snsweyen/status/1123273984479506432,,,1123273984479506432,,1
xipocb_mypat,us,,,,,,,,,,130,,,Mentions,4/30/2019 17:22,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 17:22,https://twitter.com/#!/xipocb_mypat/status/1123276333344145408,,,1123276333344145408,,1
xipocb_mypat,natlparkservice,,,,,,,,,,131,,,Mentions,4/30/2019 17:22,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 17:22,https://twitter.com/#!/xipocb_mypat/status/1123276333344145408,,,1123276333344145408,,1
xipocb_mypat,flotus,,,,,,,,,,132,,,Mentions,4/30/2019 17:22,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 17:22,https://twitter.com/#!/xipocb_mypat/status/1123276333344145408,,,1123276333344145408,,1
operatorh1,usbr,,,,,,,,,,133,,,Mentions,4/30/2019 17:26,@PHWFF @DOICareers @BLMNational @NatlParkService @usbr I enjoy seeing different partnerships with different organiz… https://t.co/NheAWsfx1r,https://twitter.com/i/web/status/1123277339406872577,twitter.com,,4/30/2019 17:26,https://twitter.com/#!/operatorh1/status/1123277339406872577,,,1123277339406872577,1123238939249319939,1
operatorh1,natlparkservice,,,,,,,,,,134,,,Mentions,4/30/2019 17:26,@PHWFF @DOICareers @BLMNational @NatlParkService @usbr I enjoy seeing different partnerships with different organiz… https://t.co/NheAWsfx1r,https://twitter.com/i/web/status/1123277339406872577,twitter.com,,4/30/2019 17:26,https://twitter.com/#!/operatorh1/status/1123277339406872577,,,1123277339406872577,1123238939249319939,1
operatorh1,blmnational,,,,,,,,,,135,,,Mentions,4/30/2019 17:26,@PHWFF @DOICareers @BLMNational @NatlParkService @usbr I enjoy seeing different partnerships with different organiz… https://t.co/NheAWsfx1r,https://twitter.com/i/web/status/1123277339406872577,twitter.com,,4/30/2019 17:26,https://twitter.com/#!/operatorh1/status/1123277339406872577,,,1123277339406872577,1123238939249319939,1
operatorh1,doicareers,,,,,,,,,,136,,,Mentions,4/30/2019 17:26,@PHWFF @DOICareers @BLMNational @NatlParkService @usbr I enjoy seeing different partnerships with different organiz… https://t.co/NheAWsfx1r,https://twitter.com/i/web/status/1123277339406872577,twitter.com,,4/30/2019 17:26,https://twitter.com/#!/operatorh1/status/1123277339406872577,,,1123277339406872577,1123238939249319939,1
operatorh1,phwff,,,,,,,,,,137,,,Replies to,4/30/2019 17:26,@PHWFF @DOICareers @BLMNational @NatlParkService @usbr I enjoy seeing different partnerships with different organiz… https://t.co/NheAWsfx1r,https://twitter.com/i/web/status/1123277339406872577,twitter.com,,4/30/2019 17:26,https://twitter.com/#!/operatorh1/status/1123277339406872577,,,1123277339406872577,1123238939249319939,1
izabels,us,,,,,,,,,,138,,,Mentions,4/30/2019 17:26,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 17:26,https://twitter.com/#!/izabels/status/1123277520147632128,,,1123277520147632128,,1
izabels,natlparkservice,,,,,,,,,,139,,,Mentions,4/30/2019 17:26,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 17:26,https://twitter.com/#!/izabels/status/1123277520147632128,,,1123277520147632128,,1
izabels,flotus,,,,,,,,,,140,,,Mentions,4/30/2019 17:26,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 17:26,https://twitter.com/#!/izabels/status/1123277520147632128,,,1123277520147632128,,1
ops_mrpierson,mrwennstedt,,,,,,,,,,141,,,Mentions,4/30/2019 17:21,Today in Geography we are talking about a subject near and dear to my heart...National Parks.  So @MrWennstedt is g… https://t.co/0mOcuPGGRh,https://twitter.com/i/web/status/1123276164334800899,twitter.com,,4/30/2019 17:21,https://twitter.com/#!/ops_mrpierson/status/1123276164334800899,,,1123276164334800899,,1
